entry-date,start-date,end-date,reference,name,organisations,local-plan,document-url,documentation-url,notes,description,document-types
2024-10-02,,,east-lindsey-district-council-local-plan-2018-3,Settlement Proposals Pt1 Alford to Legbourne,local-authority:ELI,east-lindsey-district-council-local-plan-2018,https://www.e-lindsey.gov.uk/media/9792/Settlement-Proposals-Pt1-Alford-to-Legbourne/pdf/Settlement_Proposals_Pt1_Alford_to_Legbourne.pdf?m=1532335698627,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,,,site-allocations
2024-10-02,,,east-lindsey-district-council-local-plan-2018-4,Settlement Proposals Pt2 Louth to Wragby,local-authority:ELI,east-lindsey-district-council-local-plan-2018,https://www.e-lindsey.gov.uk/media/9793/Settlement-Proposals-Pt2-Louth-to-Wragby/pdf/Settlement_Proposals_Pt2_Louth_to_Wragby.pdf?m=1532335699247,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,,,site-allocations
2024-10-02,,,east-lindsey-district-council-local-plan-2018-5,Settlement Proposals Pt3 Coastal Settlements,local-authority:ELI,east-lindsey-district-council-local-plan-2018,https://www.e-lindsey.gov.uk/media/9794/Settlement-Proposals-Pt3-Coastal-Settlements/pdf/Settlement_Proposals_Pt3_Coastal_Settlements.pdf?m=1532335699927,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,,,site-allocations
2024-10-02,,,east-lindsey-district-council-local-plan-2018-6,Single Plot Exceptions - Feb 17,local-authority:ELI,east-lindsey-district-council-local-plan-2018,https://www.e-lindsey.gov.uk/media/10163/Single-Plot-Exceptions-Feb-17/pdf/Single_Plot_Brochure_A4_amendments_2017_v3_correct1.pdf?m=1546595439477,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,,,site-allocations
2024-10-02,,,east-lindsey-district-council-local-plan-2018-7,CD102 East Lindsey Core Strategy Sustainability Appraisal November 2016 with Non Technical Summary,local-authority:ELI,east-lindsey-district-council-local-plan-2018,https://www.e-lindsey.gov.uk/media/5024/CD102-East-Lindsey-Core-Strategy-Sustainability-Appraisal-November-2016-with-Non-Technical-Summary/pdf/Cd102_East_Lindsey_Core_Strategy_Sustainability_Appraisal_November_2016_with_Non_Technical_Summary.pdf?m=1503583849553,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,,,sustainability-appraisal
2024-10-02,,,east-lindsey-district-council-local-plan-2018-8,CD102 Appendix 1 - Vision and Strategic Actions Appraisal,local-authority:ELI,east-lindsey-district-council-local-plan-2018,https://www.e-lindsey.gov.uk/media/5022/CD102-Appendix-1-Vision-and-Strategic-Actions-Appraisal/pdf/CD102_Appendix_1_-_Vision_and_Strategic_Actions_Appraisal.pdf?m=1503583681797,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,,,
2024-10-02,,,east-lindsey-district-council-local-plan-2018-9,CD102 Appendix 2 - Policy appraisal sheets of changes as a result of consultation,local-authority:ELI,east-lindsey-district-council-local-plan-2018,https://www.e-lindsey.gov.uk/media/5987/CD102-Appendix-2-Policy-appraisal-sheets-of-changes-as-a-result-of-consultation/pdf/CD102_Appendix_2_-_Policy_appraisal_sheets_of_changes_as_a_result_of_consultation.pdf?m=1505729488030,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,,,
2024-10-02,,,east-suffolk-council-local-plan-2019-1,East Suffolk Council  Suffolk Coastal Local Plan,local-authority:ESK,east-suffolk-council-local-plan-2019,https://www.eastsuffolk.gov.uk/assets/Planning/Planning-Policy-and-Local-Plans/Suffolk-Coastal-Local-Plan/Adopted-Suffolk-Coastal-Local-Plan/East-Suffolk-Council-Suffolk-Coastal-Local-Plan.pdf,https://www.eastsuffolk.gov.uk/planning/planning-policy-and-local-plans/local-plans/,,,local-plan
2024-10-02,,,east-suffolk-council-local-plan-2019-2,East Suffolk Council  Waveney Local Plan,local-authority:ESK,east-suffolk-council-local-plan-2019,https://www.eastsuffolk.gov.uk/assets/Planning/Waveney-Local-Plan/Adopted-Waveney-Local-Plan-including-Erratum.pdf,https://www.eastsuffolk.gov.uk/planning/planning-policy-and-local-plans/local-plans/,,,local-plan
2024-10-02,,,east-suffolk-council-local-plan-2019-3,"Adoption documents, inspector's reports and previous stages",local-authority:ESK,east-suffolk-council-local-plan-2019,https://www.eastsuffolk.gov.uk/planning/planning-policy-and-local-plans/local-plans/adoption-documents-inspectors-reports-and-previous-stages/,https://www.eastsuffolk.gov.uk/planning/planning-policy-and-local-plans/local-plans/,,,adoption-statement
2024-11-25,,,epping-forest-district-local-plan-2011-2033-part-one-pdf,Epping Forest District Local Plan 2011-2033 Part One (pdf ),local-authority:EPP,epping-forest-district-local-plan,https://www.eppingforestdc.gov.uk/wp-content/uploads/2023/03/EFD-Local-Plan-2011-2033-Part-One.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/,,,local-plan
2024-11-25,,,epping-forest-district-local-plan-2011-2033-part-two-site-specific-policy-requirements-and-designations-pdf,Epping Forest District Local Plan 2011-2033 Part Two (Site Specific Policy Requirements and Designations) (pdf ),local-authority:EPP,epping-forest-district-local-plan,https://www.eppingforestdc.gov.uk/wp-content/uploads/2023/03/EFD-Local-Plan-2011-2033-Part-Two.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/,,,local-plan
2024-11-25,,,epping-forest-district-local-plan-2011-2033-policies-map-pdf,Epping Forest District Local Plan 2011-2033 Policies Map (pdf ),local-authority:EPP,epping-forest-district-local-plan,https://www.eppingforestdc.gov.uk/wp-content/uploads/2023/03/Policies-Map-200323.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/,,,policies-map;site-allocations
2024-11-25,,,epping-forest-district-local-plan-2011-2033-sustainability-appraisal-adoption-statement-pdf,Epping Forest District Local Plan 2011-2033 Sustainability Appraisal Adoption Statement (pdf ),local-authority:EPP,epping-forest-district-local-plan,https://www.eppingforestdc.gov.uk/wp-content/uploads/2023/03/EFD-Local-Plan-2011-2033-SA-Adoption-Statement-140323.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/,,,sustainability-appraisal
2024-11-25,,,epping-forest-district-local-plan-adoption-statement-pdf,Epping Forest District Local Plan Adoption Statement (pdf ),local-authority:EPP,epping-forest-district-local-plan,https://www.eppingforestdc.gov.uk/wp-content/uploads/2023/03/EFDLP-Adoption-Statement-140323.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/,,,adoption-statement
2024-11-25,,,fareham-local-plan-2037-19-mb,Fareham Local Plan 2037(19 MB),local-authority:FAR,fareham-local-plan-2037,http://www.fareham.gov.uk/pdf/planning/local_plan/1.FLP2037.pdf,https://www.fareham.gov.uk/planning/localplan.aspx,,,local-plan
2024-10-02,,,gateshead-metropolitan-borough-council-local-plan-2010-1,Core Strategy and Urban Core Plan,local-authority:GAT;local-authority:NET,gateshead-metropolitan-borough-council-local-plan-2010,https://www.gateshead.gov.uk/media/7765/Core-Strategy-and-Urban-Core-Plan-for-Gateshead-and-Newcastle/pdf/Core-Strategy-and-Urban-Core-Plan-for-Gateshead-and-Newcastle_SMALLER.pdf?m=1526313509250,https://www.gateshead.gov.uk/article/3251/Core-Strategy-and-Urban-Core-Plan-for-Gateshead-and-Newcastle-2010-2030,,"This Plan contains an overall joint spatial vision, objectives, strategy
and policies. ",core-strategy
2024-10-02,,,gateshead-metropolitan-borough-council-local-plan-2010-2,Adoption Statement,local-authority:GAT;local-authority:NET,gateshead-metropolitan-borough-council-local-plan-2010,https://www.gateshead.gov.uk/media/1904/Adoption-Statement/pdf/Adoption-Statement.pdf?m=1531310685127,https://www.gateshead.gov.uk/article/3251/Core-Strategy-and-Urban-Core-Plan-for-Gateshead-and-Newcastle-2010-2030,,,adoption-statement
2024-11-25,,,greater-cambridge-local-development-scheme-updated-addendum-local-plan-timetable-update,Greater Cambridge Local Development Scheme Updated Addendum: Local Plan Timetable Update,local-authority:CAB,greater-cambridge-local-plan-2021-2041,https://www.greatercambridgeplanning.org/media/00chgjot/gc-local_development-scheme_addendum_5-11-24.pdf,https://www.greatercambridgeplanning.org/emerging-plans-and-guidance/greater-cambridge-local-plan-the-20-year-master-plan-for-the-greater-cambridge-area/,,,local-development-scheme
2024-11-25,,,greater-cambridge-local-plan-first-proposals-consultation,Greater Cambridge Local Plan - First Proposals Consultation,local-authority:CAB,greater-cambridge-local-plan-2021-2041,https://consultations.greatercambridgeplanning.org/sites/gcp/files/2021-10/First%20Proposals%20-%20FINAL%20FURTHER%20REVISED%2028.10.21-red.pdf,https://consultations.greatercambridgeplanning.org/greater-cambridge-local-plan-first-proposals,,In late 2021 Cambridge held a full public consultation on the First Proposals for the Plan.,local-plan
2024-10-02,,,halton-borough-council-local-plan-2022-1,Delivery and Allocations Local Plan (2022),local-authority:HAL,halton-borough-council-local-plan-2022,https://www3.halton.gov.uk/Documents/planning/planning%20policy/newdalp/DALP%20Adopted.pdf,https://www3.halton.gov.uk/Pages/eip/eiphome.aspx,,,local-plan;site-allocations
2024-10-02,,,halton-borough-council-local-plan-2022-2,Policies Map (2022),local-authority:HAL,halton-borough-council-local-plan-2022,https://www3.halton.gov.uk/Documents/planning/planning%20policy/newdalp/DALP%20Policies%20Map%20Adopted.pdf,https://www3.halton.gov.uk/Pages/eip/eiphome.aspx,,,policies-map
2024-10-02,,,halton-borough-council-local-plan-2022-3,Adoption Statement,local-authority:HAL,halton-borough-council-local-plan-2022,https://www3.halton.gov.uk/Documents/planning/planning%20policy/newdalp/DALP%20Adoption%20Statement.pdf,https://www3.halton.gov.uk/Pages/eip/eiphome.aspx,,,adoption-statement
2024-10-02,,,harlow-district-council-local-plan-2011-1,Local Plan documents,local-authority:HAR,harlow-district-council-local-plan-2011,https://www.harlow.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan-documents,https://www.harlow.gov.uk/planning-and-building-control/planning-policy/local-plan,,,local-plan
2024-10-02,,,harlow-district-council-local-plan-2011-2,Supplementary planning documents,local-authority:HAR,harlow-district-council-local-plan-2011,https://www.harlow.gov.uk/planning-and-building-control/planning-policy/local-plan/supplementary-planning-documents-and,https://www.harlow.gov.uk/planning-and-building-control/planning-policy/local-plan,,,supplementary-planning-documents
2024-10-02,,,hart-district-council-local-plan-2014-1,Hart local plan (strategy and sites),local-authority:HAT,hart-district-council-local-plan-2014,https://www.hart.gov.uk/sites/default/files/2024-08/Hart-Local-Plan-strategy-and-Sites-2032.pdf,https://www.hart.gov.uk/planning-and-building-control/planning-policy/plans-and-policies,,,local-plan
2024-10-02,,,hertsmere-borough-council-local-plan-2012-3,Core Strategy (PDF 1.70mb),local-authority:HER,hertsmere-borough-council-local-plan-2012,https://www.hertsmere.gov.uk/Documents/09-Planning--Building-Control/Planning-Policy/Local-Development-Framework/Core-Strategy-DPD-2013.pdf,https://www.hertsmere.gov.uk/Planning--Building-Control/Planning-Policy/Local-Plan/Current-Local-Plan/Local-Plan-2012-27-Core-Strategy.aspx,,,core-strategy
2024-10-02,,,hertsmere-borough-council-local-plan-2012-5,Hertsmere Core Strategy Notice of Adoption and Fact,local-authority:HER,hertsmere-borough-council-local-plan-2012,https://www.hertsmere.gov.uk/Documents/09-Planning--Building-Control/Planning-Policy/Local-Plan/Core-Strategy-Notice-of-Adoption-and-Fact.pdf,https://www.hertsmere.gov.uk/Planning--Building-Control/Planning-Policy/Local-Plan/Current-Local-Plan/Local-Plan-2012-27-Core-Strategy.aspx,,,adoption-statement
2024-10-02,,,high-peak-borough-council-local-plan-2011-2,The High Peak Local Plan Adopted April 2016,local-authority:HIG,high-peak-borough-council-local-plan-2011,https://www.highpeak.gov.uk/media/160/The-High-Peak-Local-Plan-Adopted-April-2016/pdf/The_High_Peak_Local_Plan_Adopted_April_2016.pdf?m=1514473710280,https://www.highpeak.gov.uk/article/646/The-Adopted-Local-Plan-2016,,,local-plan
2024-10-02,,,high-peak-borough-council-local-plan-2011-3,Inspector's report,local-authority:HIG,high-peak-borough-council-local-plan-2011,https://www.highpeak.gov.uk/media/161/Inspectors-report/pdf/Inspectors_Report.pdf?m=1514474273050,https://www.highpeak.gov.uk/article/646/The-Adopted-Local-Plan-2016,,,inspectors-report
2024-10-02,,,high-peak-borough-council-local-plan-2011-5,Adoption Statement,local-authority:HIG,high-peak-borough-council-local-plan-2011,https://www.highpeak.gov.uk/media/163/Adoption-Statement/pdf/Adoption_statement.pdf?m=1514473896560,https://www.highpeak.gov.uk/article/646/The-Adopted-Local-Plan-2016,,,adoption-statement
2024-11-25,,,huntingdonshire-s-local-plan-to-2036,Huntingdonshire's Local Plan to 2036,local-authority:HUN,huntingdonshire-s-local-plan-to-2036,https://www.huntingdonshire.gov.uk/media/3872/190516-final-adopted-local-plan-to-2036.pdf,https://www.huntingdonshire.gov.uk/planning/local-plan-to-2036/,,,local-plan
2024-10-09,,,inspector-s-report,Inspector's Report,local-authority:CMD,london-borough-of-camden-local-plan-2017,https://www.camden.gov.uk/documents/20142/3912524/Planning+Inspector%27s+Report.pdf/6ff81008-e290-5d08-70bf-59d919ad3e61,https://www.camden.gov.uk/camden-local-plan1,,"The Inspector found the Local Plan Submission Draft 'sound', subject to modifications.",inspectors-report
2024-11-25,,,inspector-s-report-on-the-lp-examination-including-the-main-mods,Inspector's Report on the LP examination including the Main Mods,local-authority:FAR,fareham-local-plan-2037,https://moderngov.fareham.gov.uk/documents/s34237/Appendix%201%20Inspectors%20Report%20on%20the%20LP%20examination%20including%20the%20Main%20Mods.pdf,https://www.fareham.gov.uk/planning/localplan.aspx,,,inspectors-report
2024-10-18,,,inspectors-final-report,Inspectors Final Report,local-authority:ELI,east-lindsey-district-council-local-plan-2018,https://www.e-lindsey.gov.uk/media/9024/Inspectors-Final-Report/pdf/Inspectors_Final_Report.pdf?m=1525354391803,https://www.e-lindsey.gov.uk/article/8455/Inspectors-Report,,,inspectors-report
2024-11-25,,,inspectors-report,Inspectors Report,local-authority:BNS,barnsley-metropolitan-borough-council-local-plan-2019,https://www.barnsley.gov.uk/media/17924/inspectors-report-and-modifications-appendix.pdf,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/our-local-plan/barnsleys-local-plan/,,,inspectors-report
2024-11-25,,,kirklees-local-plan-strategy-and-policies,Kirklees Local Plan Strategy and Policies,local-authority:KIR,kirklees-council-local-plan-2013,https://www.kirklees.gov.uk/beta/planning-policy/pdf/local-plan-strategy-and-policies.pdf,https://www.kirklees.gov.uk/beta/planning-policy/local-plan.aspx,,,local-plan
2024-10-02,,,lincolnshire-county-council-local-plan-2023-10,Local Plans Timetable June 2024,local-authority:LIN,lincolnshire-county-council-local-plan-2023,https://www.n-kesteven.gov.uk/sites/default/files/2024-04/Central%20Lincolnshire%20Local%20Plans%20Timetable%20March%202024.pdf,https://www.n-kesteven.gov.uk/central-lincolnshire,,,local-development-scheme
2024-10-02,,,lincolnshire-county-council-local-plan-2023-2,Adopted Central Lincolnshire Local Plan 2023,local-authority:LIN,lincolnshire-county-council-local-plan-2023,https://www.n-kesteven.gov.uk/sites/default/files/2023-04/Local%20Plan%20for%20adoption%20Approved%20by%20Committee.pdf,https://www.n-kesteven.gov.uk/central-lincolnshire,,,local-plan
2024-10-02,,,lincolnshire-county-council-local-plan-2023-4,Local Plan Adoption Statement,local-authority:LIN,lincolnshire-county-council-local-plan-2023,https://www.n-kesteven.gov.uk/sites/default/files/2023-04/Local%20Plan%20Adoption%20Statement.pdf,https://www.n-kesteven.gov.uk/central-lincolnshire,,,adoption-statement
2024-11-25,,,local-development-scheme,Local Development Scheme,local-authority:CAT,new-canterbury-district-local-plan-2020-2040,https://www.canterbury.gov.uk/sites/default/files/2024-10/Local%20Development%20Scheme.pdf,https://www.canterbury.gov.uk/planning-and-building/new-local-plan/about-new-local-plan,,,local-development-scheme
2024-11-25,,,local-development-scheme,Local Development Scheme,local-authority:ASH,ashfield-local-plan-2023-2040,https://www.ashfield.gov.uk/media/emon5bum/lds-final-august-2023.docx,https://www.ashfield.gov.uk/planning-building-control/local-plan/emerging-local-plan,,,local-development-scheme
2024-11-25,,,local-development-scheme,Local development scheme,local-authority:BDG,the-barking-and-dagenham-local-plan-2037,https://yourcall.befirst.london/11324/widgets/38986/documents/52555,https://www.lbbd.gov.uk/planning-building-control-and-local-land-charges/planning-guidance-and-policies/local-plan,,,local-development-scheme
2024-11-25,,,local-development-scheme,Local development scheme,local-authority:SEV,sevenoaks-district-council-local-plan-2040,https://www.sevenoaks.gov.uk/download/downloads/id/790/local_development_scheme.pdf,https://www.sevenoaks.gov.uk/downloads/file/790/local_development_scheme,,,local-development-scheme
2024-10-15,,,local-development-scheme,Local development scheme,local-authority:CMD,camden-local-plan-2026,https://www.camden.gov.uk/documents/20142/4855432/2023+LDS+FINAL.pdf/50d11f59-5926-6d74-d380-1bc4a30d7133?t=1702459128479,,,Local development scheme published in December 2023,local-development-scheme
2024-11-25,,,local-development-scheme,Local Development Scheme,local-authority:CAN,cannock-chase-district-local-plan,https://www.cannockchasedc.gov.uk/sites/default/files/document-library/Local%20Development%20Scheme%202024.pdf,https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/local-development-scheme,,,local-development-scheme
2024-11-25,,,local-development-scheme,Local development scheme,local-authority:TRF,trafford-local-plan,https://www.trafford.gov.uk/planning/strategic-planning/docs/Local-Development-Scheme-October-2022.pdf,https://www.trafford.gov.uk/planning/strategic-planning/Other-Supporting-Documents/local-development-scheme.aspx,,,local-development-scheme
2024-11-06,,,local-development-scheme-december-2022,Local development scheme - december 2022,local-authority:LEW,london-borough-of-lewisham-local-plan-2020,https://lewisham.gov.uk/-/media/local-development-scheme-december-2022.pdf,https://lewisham.gov.uk/myservices/planning/policy/planning/current-and-future-consultations,,,local-development-scheme
2024-11-25,,,local-development-scheme-oct-2024,Local development scheme - Oct 2024,local-authority:TUN,tunbridge-wells-borough-council-new-local-plan,https://tunbridgewells.gov.uk/__data/assets/pdf_file/0008/483677/Local-Development-Scheme-October-2024.pdf,https://tunbridgewells.gov.uk/planning/planning-policy/local-development-scheme,,,local-development-scheme
2024-10-10,,,local-plan-2017,Local plan 2017,local-authority:CMD,london-borough-of-camden-local-plan-2017,https://www.camden.gov.uk/documents/20142/4820180/Local+Plan.pdf/ce6e992a-91f9-3a60-720c-70290fab78a6,https://www.camden.gov.uk/camden-local-plan1,,This is the main document for Camden's local plan 2017,local-plan
2024-10-16,,,local-plan-2031-adopted-policies-map-abingdon-on-thames-and-oxford-fringe-sub-area,Local Plan 2031 Adopted Policies Map Abingdon-on-Thames and Oxford Fringe Sub-Area,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Adopted-October-2019-constraint-sub-area-abingdon-north-v3.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,policies-map
2024-10-16,,,local-plan-2031-adopted-policies-map-south-east-vale-sub-area,Local Plan 2031 Adopted Policies Map South-East Vale Sub-Area,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Adopted-October-2019-constraint-sub-area-east-v3.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,policies-map
2024-10-16,,,local-plan-2031-adopted-policies-map-western-vale-sub-area,Local Plan 2031 Adopted Policies Map Western Vale Sub Area,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Adopted-October-2019-constraint-sub-area-western-v3.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,policies-map
2024-10-16,,,local-plan-2031-part-1-adoption-statement,Local Plan 2031 Part 1 - Adoption Statement,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2019/07/Local-Plan-2031-Part-1-Adoption-Statement-LPP1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,adoption-statement
2024-10-16,,,local-plan-2031-part-1-review,Local Plan 2031 Part 1 Review,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2021/12/Local-Plan-Part-1-Review-Dec-2021..pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,
2024-10-16,,,local-plan-2031-part-1-strategic-sites-and-policies,Local Plan 2031 Part 1: Strategic Sites and Policies,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Local-Plan-2031-Part-1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,local-plan
2024-10-16,,,local-plan-2031-part-1-strategic-sites-and-policies-appendices,Local Plan 2031 Part 1: Strategic Sites and Policies Appendices,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Local-Plan-2031-Part-1-Appendicies.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,local-plan
2024-10-16,,,local-plan-2031-part-1-sustainability-appraisal-adoption-statement,Local Plan 2031 Part 1 - Sustainability Appraisal Adoption Statement,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2019/07/Vale-LPP1-SA-Adoption-Statement-161206-LPP1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,adoption-statement
2024-10-16,,,local-plan-2031-part-2-adoption-statement,Local Plan 2031 Part 2 - Adoption Statement,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/2019-10-10-VoWH-Adoption-Statement-FINAL_0-1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,adoption-statement
2024-10-16,,,local-plan-2031-part-2-detailed-policies-and-additional-sites,Local Plan 2031 Part 2: Detailed Policies and Additional Sites,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2021/03/VOWHDC-Master-1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,local-plan
2024-10-16,,,local-plan-2031-part-2-review,Local Plan 2031 Part 2 Review,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://democratic.whitehorsedc.gov.uk/documents/s61489/LPP2%20Cabinet%20Report%20Final.pdf#page=9,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,
2024-10-16,,,local-plan-2031-part-2-strategic-sites-and-policies-appendices,Local Plan 2031 Part 2: Strategic Sites and Policies Appendices,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://data.whitehorsedc.gov.uk/java/support/dynamic_serve.jsp?ID=1173080763&CODE=481ECD6ACC86E6C4A6FE38F6391274B7,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,local-plan
2024-10-16,,,local-plan-2031-part-2-sustainability-appraisal-adoption-statement,Local Plan 2031 Part 2 - Sustainability Appraisal Adoption Statement,local-authority:VAL,vale-of-white-horse-district-council-local-plan-2016,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/VoWH-LPP2-Sustainability-Appraisal-Adoption-Statement-191025-1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,,,adoption-statement
2024-11-25,,,local-plan-2037-adoption-statement-99-kb,Local Plan 2037 Adoption Statement(99 KB),local-authority:FAR,fareham-local-plan-2037,http://www.fareham.gov.uk/pdf/planning/local_plan/5.LocalPlanAdoptionStatement.pdf,https://www.fareham.gov.uk/planning/localplan.aspx,,,adoption-statement
2024-11-25,,,local-plan-2037-policies-map-12-mb,Local Plan 2037 Policies Map(12 MB),local-authority:FAR,fareham-local-plan-2037,http://www.fareham.gov.uk/pdf/planning/local_plan/4.PoliciesMap.pdf,https://www.fareham.gov.uk/planning/localplan.aspx,,,policies-map
2024-11-25,,,local-plan-issues-and-options-consultation-may-2019,Local Plan Issues and Options Consultation (May 2019),local-authority:CAN,cannock-chase-district-local-plan,https://www.cannockchasedc.gov.uk/sites/default/files/site-old/issues_and_options_final_0.pdf,https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/cannock-chase-local-plan,,,local-plan
2024-11-25,,,local-plan-reg-18-draft,Local plan - Reg 18 draft,local-authority:TRF,trafford-local-plan,https://www.trafford.gov.uk/planning/strategic-planning/docs/Draft-Local-Plan-Feb-2021.pdf,https://www.trafford.gov.uk/planning/strategic-planning/local-plan/Trafford-Local-Plan-Consultations.aspx#Regulation18DraftLocalPlanConsultationFebruary2021,,,local-plan
2024-11-25,,,london-borough-of-barking-and-dagenham-local-plan-2020-2037,LONDON BOROUGH OF BARKING AND DAGENHAM LOCAL PLAN 2020-2037,local-authority:BDG,the-barking-and-dagenham-local-plan-2037,https://www.lbbd.gov.uk/sites/default/files/2024-10/B%26D_LocalPlan_A4_SEP24_digital.pdf,https://www.lbbd.gov.uk/planning-building-control-and-local-land-charges/planning-guidance-and-policies/local-plan,,,local-plan
2024-10-02,,,london-borough-of-bromley-local-plan-2019-1,Bromley's Local Plan,local-authority:BRY,london-borough-of-bromley-local-plan-2019,https://www.bromley.gov.uk/downloads/file/51/bromley-local-plan,https://www.bromley.gov.uk/Local_Plan,,,local-plan
2024-10-02,,,london-borough-of-haringey-local-plan-2013-1,Haringey Local Plan: Strategic Policies (pdf),local-authority:HRY,london-borough-of-haringey-local-plan-2013,https://new.haringey.gov.uk/sites/default/files/2024-01/final_haringey_local_plan_2017_online.pdf,https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/local-plan/local-plan-strategic-policies,,,local-plan
2024-10-02,,,london-borough-of-haringey-local-plan-2013-2,"Haringey Local Plan  adoption statement (pdf,2 page(s),138.97 KB)",local-authority:HRY,london-borough-of-haringey-local-plan-2013,https://new.haringey.gov.uk/sites/default/files/local_plan_adoption_statement_2.pdf,https://new.haringey.gov.uk/planning-building-control/planning/planning-policy/local-plan/local-plan-strategic-policies,,,adoption-statement
2024-10-02,,,london-borough-of-havering-local-plan-2016-1,Havering Local Plan 2016-2031 (adopted in 2021),local-authority:HAV,london-borough-of-havering-local-plan-2016,https://www.havering.gov.uk/downloads/file/5300/havering-local-plan-2016---2031,https://www.havering.gov.uk/planning-3/planning-policy/2,,,local-plan
